Season,G,GS,ShO,SV,IPouts,H,ER,BB,SO,HLD,QS,PTS,AB,PA,1B,2B,3B,HR,R,RBI
2023,32,32,0,0,517,165,87,53,161,0,9,269,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,0,0,0,96,26,13,12,33,4,0,82,NA,NA,NA,NA,NA,NA,NA,NA
2023,38,0,0,0,127,36,21,11,42,10,0,125.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,24,12,0,0,232,78,38,21,68,1,1,103.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,64,2,0,0,176,50,29,24,73,12,0,176,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,2,0,4,70,20,12,2,23,2,0,83,NA,NA,NA,NA,NA,NA,NA,NA
2023,36,1,0,1,126,19,8,19,42,3,0,159,NA,NA,NA,NA,NA,NA,NA,NA
2023,50,0,0,0,176,53,27,31,65,13,0,163,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,3,0,0,48,19,7,2,16,0,1,25.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,4,0,0,60,14,6,8,26,0,0,65,NA,NA,NA,NA,NA,NA,NA,NA
2023,30,0,0,0,87,21,12,11,44,5,0,115,NA,NA,NA,NA,NA,NA,NA,NA
2023,29,25,0,0,371,155,88,40,109,0,2,32.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,13,0,1,271,82,43,28,72,0,0,135,NA,NA,NA,NA,NA,NA,NA,NA
2023,63,0,0,8,154,45,27,28,63,14,0,189.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,30,8,0,1,127,42,28,21,47,2,0,52.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,59,0,0,0,169,51,19,14,73,13,0,200.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,60,0,0,1,161,54,33,22,59,5,0,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,11,0,1,181,46,33,26,64,0,3,138,NA,NA,NA,NA,NA,NA,NA,NA
2023,6,6,0,0,97,37,19,8,34,0,2,48.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,24,3,0,1,107,28,18,17,33,5,0,73.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,33,3,0,2,255,83,37,21,68,2,0,144,NA,NA,NA,NA,NA,NA,NA,NA
2023,51,0,0,1,162,62,33,22,44,10,0,71,NA,NA,NA,NA,NA,NA,NA,NA
2023,32,32,0,0,551,189,117,67,191,0,13,284,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,3,0,0,118,28,17,15,33,4,0,92.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,15,12,0,0,194,48,32,20,58,1,4,128,NA,NA,NA,NA,NA,NA,NA,NA
2023,52,0,0,0,159,35,23,27,57,22,0,195,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,0,0,1,54,18,5,10,23,1,0,57,NA,NA,NA,NA,NA,NA,NA,NA
2023,23,17,0,0,329,109,66,57,106,0,3,84,NA,NA,NA,NA,NA,NA,NA,NA
2023,41,9,0,0,285,98,43,30,67,0,1,100,NA,NA,NA,NA,NA,NA,NA,NA
2023,63,0,0,0,170,37,21,38,64,8,0,146.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,12,10,0,0,155,60,37,24,48,0,2,18,NA,NA,NA,NA,NA,NA,NA,NA
2023,61,0,0,1,202,73,30,24,75,7,0,162.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,12,0,0,266,96,53,25,79,0,2,83.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,8,3,0,0,126,27,10,5,38,0,1,134,NA,NA,NA,NA,NA,NA,NA,NA
2023,32,0,0,2,95,31,13,17,24,13,0,88,NA,NA,NA,NA,NA,NA,NA,NA
2023,24,1,0,0,71,35,18,7,27,3,0,20,NA,NA,NA,NA,NA,NA,NA,NA
2023,46,5,0,1,127,35,17,18,35,4,0,92.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,38,6,0,0,145,44,16,12,30,4,0,73,NA,NA,NA,NA,NA,NA,NA,NA
2023,56,0,0,12,163,35,18,20,69,11,0,288.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,0,0,0,58,18,7,5,23,2,0,68.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,3,0,0,99,35,14,14,29,0,1,47.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,3,0,0,48,8,3,5,15,0,2,69.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,12,3,0,0,42,8,1,5,16,2,0,63.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,65,0,0,3,160,56,21,27,44,11,0,130.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,46,0,0,0,135,33,18,24,51,11,0,145.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,38,0,0,0,126,33,17,23,56,15,0,155,NA,NA,NA,NA,NA,NA,NA,NA
2023,58,1,0,2,171,48,28,28,65,11,0,151,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,14,0,0,242,94,48,20,60,0,3,37,NA,NA,NA,NA,NA,NA,NA,NA
2023,38,0,0,4,137,39,21,17,40,4,0,110,NA,NA,NA,NA,NA,NA,NA,NA
2023,20,16,0,0,261,69,48,57,85,0,2,98,NA,NA,NA,NA,NA,NA,NA,NA
2023,20,0,0,1,143,50,26,17,49,0,0,64.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,5,0,0,77,22,9,5,28,0,1,67.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,34,1,0,0,101,27,15,10,30,4,0,76.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,11,0,0,156,53,20,14,38,0,1,77.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,20,0,0,425,150,70,49,93,2,8,182.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,33,0,0,0,100,26,11,15,43,4,0,107.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,20,20,0,0,309,86,57,40,82,0,4,149,NA,NA,NA,NA,NA,NA,NA,NA
2023,56,3,0,0,218,63,40,35,105,11,0,209,NA,NA,NA,NA,NA,NA,NA,NA
2023,17,1,0,0,50,17,11,8,14,0,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,18,0,0,288,109,61,26,94,0,3,84.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,53,0,0,3,230,60,22,22,61,5,0,225,NA,NA,NA,NA,NA,NA,NA,NA
2023,40,10,0,0,115,31,17,14,47,6,0,106.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,11,0,0,215,68,35,13,50,0,5,110.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,9,9,0,0,157,50,27,16,34,0,4,65,NA,NA,NA,NA,NA,NA,NA,NA
2023,54,3,0,2,165,50,22,26,45,3,0,91,NA,NA,NA,NA,NA,NA,NA,NA
2023,41,1,0,0,176,70,28,22,47,7,0,88,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,0,0,0,112,45,15,10,20,12,0,76.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,42,0,0,2,122,26,12,19,48,14,0,174.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,11,0,0,183,66,43,31,57,0,3,24.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,4,0,0,81,27,13,4,20,0,0,31.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,56,0,0,10,165,54,27,12,59,20,0,235,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,12,0,0,244,88,45,34,45,1,4,56,NA,NA,NA,NA,NA,NA,NA,NA
2023,37,0,0,0,111,33,18,12,37,14,0,111.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,2,0,0,86,33,13,12,26,3,0,43.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,0,0,1,86,22,9,13,33,2,0,98.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,60,0,0,2,155,39,22,25,64,12,0,189,NA,NA,NA,NA,NA,NA,NA,NA
2023,43,0,0,0,127,35,25,27,48,9,0,91,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,7,0,2,184,52,34,22,57,1,0,93,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,0,0,0,36,6,1,5,19,1,0,66.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,20,8,0,0,168,56,33,12,51,0,0,73,NA,NA,NA,NA,NA,NA,NA,NA
2023,67,0,0,28,208,66,29,24,63,8,0,320,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,4,0,0,54,16,8,6,19,0,1,37,NA,NA,NA,NA,NA,NA,NA,NA
2023,67,4,0,4,210,62,41,31,77,17,0,157.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,21,0,0,0,60,25,13,9,18,3,0,22,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,3,0,0,117,35,20,9,28,1,0,51,NA,NA,NA,NA,NA,NA,NA,NA
2023,12,0,0,0,36,12,7,4,16,2,0,43,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,7,0,0,104,33,17,11,24,0,3,65,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,0,0,0,62,18,10,6,18,0,0,36,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,1,0,1,108,28,9,18,34,10,0,126,NA,NA,NA,NA,NA,NA,NA,NA
2023,8,0,0,0,23,4,3,6,16,3,0,39,NA,NA,NA,NA,NA,NA,NA,NA
2023,68,2,0,0,168,59,26,14,67,11,0,170.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,0,0,0,85,22,14,14,33,2,0,71,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,5,0,0,64,37,18,5,14,0,1,-19,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,1,0,2,105,36,14,12,31,4,0,77,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,4,0,0,60,19,11,3,17,0,1,34,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,0,0,0,50,13,7,9,16,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA
2023,31,31,0,0,533,176,124,45,120,0,4,73.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,4,0,0,48,12,9,13,16,0,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,10,0,0,4,27,8,6,3,8,5,0,48.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,9,5,0,1,127,36,22,8,35,0,2,75,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,1,0,1,37,14,6,2,8,0,0,21,NA,NA,NA,NA,NA,NA,NA,NA
2023,29,12,0,0,293,98,47,42,74,1,0,94,NA,NA,NA,NA,NA,NA,NA,NA
2023,64,7,0,2,237,73,63,45,83,5,1,71,NA,NA,NA,NA,NA,NA,NA,NA
2023,16,8,0,0,157,41,23,26,56,1,1,121.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,0,0,0,52,21,10,5,19,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA
2023,52,0,0,1,143,41,19,23,43,3,0,98,NA,NA,NA,NA,NA,NA,NA,NA
2023,61,0,0,1,202,59,37,39,76,4,0,118,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,1,0,0,67,30,15,9,26,1,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,0,0,1,57,23,7,5,16,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA
2023,75,0,0,7,194,51,31,25,60,13,0,201,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,2,0,1,39,18,10,7,12,0,0,-2.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,11,0,0,262,93,52,28,71,0,3,68.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,6,0,0,0,26,15,8,3,12,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,1,0,0,17,3,1,2,7,1,0,24.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,2,0,0,54,19,13,7,9,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA
2023,16,10,0,1,189,65,37,25,45,0,2,51,NA,NA,NA,NA,NA,NA,NA,NA
2023,33,2,0,0,122,40,23,15,44,1,0,58.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,55,0,0,1,146,65,33,20,45,9,0,47.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,10,0,0,0,5,0,0,20,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,6,0,0,78,46,26,12,11,0,0,-77,NA,NA,NA,NA,NA,NA,NA,NA
2023,24,0,0,0,52,16,11,8,22,7,0,51,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,1,0,0,20,1,0,1,2,0,1,27,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,17,0,1,259,90,52,33,64,0,4,56.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,12,1,0,0,52,16,9,5,17,0,0,23.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,42,0,0,0,145,46,18,23,43,2,0,85.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,0,0,0,98,32,16,9,28,2,0,56.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,0,0,0,45,6,7,13,19,4,0,49.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,20,0,0,1,109,22,7,8,35,0,0,123,NA,NA,NA,NA,NA,NA,NA,NA
2023,26,1,0,1,156,46,22,23,52,0,0,96.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,1,0,0,41,20,12,6,15,0,0,-8,NA,NA,NA,NA,NA,NA,NA,NA
2023,6,0,0,0,21,8,2,1,5,0,0,11.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,21,1,0,0,60,16,12,13,24,1,0,32.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,0,0,0,18,2,0,1,7,0,0,27.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,3,0,0,37,16,9,4,13,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,0,0,1,51,17,6,11,14,2,0,29,NA,NA,NA,NA,NA,NA,NA,NA
2023,40,0,0,2,118,47,22,17,38,2,0,52,NA,NA,NA,NA,NA,NA,NA,NA
2023,10,6,0,0,113,45,25,18,25,0,1,3.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,4,0,0,71,13,7,4,10,0,2,52.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,50,0,0,0,134,46,23,14,45,12,0,109,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,2,0,0,45,8,5,9,17,0,0,38.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,16,0,0,0,58,14,8,14,21,1,0,34,NA,NA,NA,NA,NA,NA,NA,NA
2023,15,3,0,0,128,46,23,8,36,2,0,58,NA,NA,NA,NA,NA,NA,NA,NA
2023,62,0,0,3,169,50,26,29,60,12,0,150.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,3,0,0,36,13,6,3,6,0,0,6,NA,NA,NA,NA,NA,NA,NA,NA
2023,17,10,0,0,204,66,35,17,71,2,5,158.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,0,0,1,35,12,4,2,10,1,0,40,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,0,0,0,20,5,0,4,12,0,0,30.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,0,0,1,104,35,16,14,28,1,0,52.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,7,0,0,126,41,21,14,24,0,2,44.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,61,0,0,0,167,49,25,24,58,10,0,142.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,24,1,0,0,64,25,13,10,20,3,0,28.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,21,1,0,0,62,24,11,13,15,2,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,10,0,0,0,31,7,0,4,6,3,0,38.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,38,1,0,2,154,64,34,19,46,2,0,35.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,8,0,0,0,25,7,1,2,11,0,0,30.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,0,0,0,27,6,4,2,10,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,0,0,0,84,28,17,11,22,1,0,26.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,0,0,0,20,6,2,2,5,1,0,16,NA,NA,NA,NA,NA,NA,NA,NA
2023,15,13,0,0,240,86,34,36,62,0,2,87,NA,NA,NA,NA,NA,NA,NA,NA
2023,51,0,0,2,152,40,19,23,64,5,0,160.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,63,0,0,1,161,53,23,20,50,13,0,148.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,35,0,0,1,129,45,25,19,45,2,0,58,NA,NA,NA,NA,NA,NA,NA,NA
2023,68,0,0,1,202,74,38,29,79,10,0,137.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,22,0,0,0,73,17,9,13,18,3,0,49,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,0,0,0,89,18,7,9,27,1,0,93.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,22,0,0,0,81,25,13,9,35,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA
2023,20,13,0,0,234,104,48,24,50,0,2,10,NA,NA,NA,NA,NA,NA,NA,NA
2023,23,0,0,0,83,29,17,12,32,1,0,38.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,2,0,0,31,16,11,8,9,0,0,-24,NA,NA,NA,NA,NA,NA,NA,NA
2023,49,0,0,0,144,43,27,24,49,9,0,100.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,31,0,0,1,92,20,13,8,21,8,0,87,NA,NA,NA,NA,NA,NA,NA,NA
2023,54,0,0,1,161,39,22,30,57,12,0,159.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,36,0,0,0,92,23,11,6,36,14,0,151.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,9,3,1,2,6,1,0,18.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,61,0,0,0,179,59,27,24,53,10,0,115.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,1,0,0,15,6,3,1,1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,49,0,0,21,140,35,17,29,40,1,0,203,NA,NA,NA,NA,NA,NA,NA,NA
2023,10,4,0,0,38,11,7,11,15,0,0,14,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,1,0,0,132,44,22,5,44,1,0,88.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,1,0,0,27,12,7,3,11,0,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,13,0,0,0,41,18,9,3,8,0,0,-5.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,32,3,0,1,183,59,30,16,51,1,0,80.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,5,0,0,113,30,12,18,33,0,0,71,NA,NA,NA,NA,NA,NA,NA,NA
2023,46,2,0,1,140,41,20,25,53,10,0,137,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,8,5,2,1,4,1,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,0,0,0,22,5,3,6,6,0,0,8.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,8,6,0,0,124,39,20,12,31,0,1,47.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,1,21,5,2,4,5,0,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,26,0,0,0,107,38,20,14,30,5,0,53,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,0,0,0,15,2,0,1,5,0,0,20.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,50,0,0,0,152,47,28,22,62,4,0,96.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,9,0,0,1,5,0,0,17.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,11,0,1,205,75,50,32,55,0,4,18.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,0,0,0,12,1,1,0,8,0,0,23.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,9,3,0,0,59,25,17,8,17,1,0,-11.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,11,4,1,0,3,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA
2023,30,0,0,0,105,36,19,15,29,0,0,25.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,55,0,0,0,152,42,23,21,51,3,0,110.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,39,0,0,0,102,37,19,13,25,5,0,52,NA,NA,NA,NA,NA,NA,NA,NA
2023,18,0,0,5,49,21,11,6,17,1,0,27.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,0,0,0,74,25,14,12,25,2,0,38.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,5,0,0,62,18,16,13,26,0,1,25.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,12,6,5,2,5,0,0,-5,NA,NA,NA,NA,NA,NA,NA,NA
2023,57,0,0,2,150,48,21,22,48,14,0,146,NA,NA,NA,NA,NA,NA,NA,NA
2023,12,0,0,0,48,15,8,4,15,0,0,25.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,0,0,0,6,2,1,0,4,0,0,8,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,19,1,0,3,5,0,0,23,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,0,0,0,36,13,4,5,11,0,0,19,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,0,0,0,15,6,3,1,8,0,0,15.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,16,0,0,0,60,19,9,11,18,0,0,32,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,0,0,0,9,0,0,1,2,0,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,0,0,0,12,4,1,0,1,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA
2023,15,0,0,0,87,38,21,13,31,0,0,13.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,6,0,0,104,34,20,12,27,0,2,21,NA,NA,NA,NA,NA,NA,NA,NA
2023,45,0,0,1,240,64,38,23,75,2,0,175.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,1,0,0,22,8,4,2,5,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2023,17,0,0,0,51,16,11,7,22,0,0,31.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,7,7,0,0,103,50,24,10,47,0,1,45,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,1,0,0,94,30,7,6,26,2,0,75,NA,NA,NA,NA,NA,NA,NA,NA
2023,23,1,0,1,80,32,15,10,20,0,0,22,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,6,0,0,0,3,0,0,12,NA,NA,NA,NA,NA,NA,NA,NA
2023,25,1,0,1,70,11,9,14,21,7,0,73.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,2,0,0,61,15,9,7,14,0,2,45,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,1,9,2,0,3,5,1,0,21.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,11,11,0,0,158,53,34,26,30,0,1,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,14,6,0,0,189,67,50,28,56,0,2,8.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,17,0,0,0,60,21,9,8,22,2,0,41.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,6,1,0,0,4,0,0,12.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,1,0,0,30,6,3,4,6,0,0,18,NA,NA,NA,NA,NA,NA,NA,NA
2023,19,0,0,1,86,20,15,19,26,3,0,52.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,33,0,0,0,95,35,19,15,34,10,0,67,NA,NA,NA,NA,NA,NA,NA,NA
2023,27,0,0,0,87,30,16,11,18,2,0,25.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,0,0,0,5,1,0,0,2,0,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,0,0,0,6,5,1,0,0,0,0,-4.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,29,1,0,0,129,48,18,17,30,1,0,33.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,28,0,0,0,106,34,19,15,30,2,0,55.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,24,1,0,0,71,24,11,8,24,6,0,66,NA,NA,NA,NA,NA,NA,NA,NA
2023,6,0,0,0,18,12,4,1,1,0,0,-11.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,9,0,0,1,69,32,16,7,16,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,14,9,3,1,6,0,0,-2,NA,NA,NA,NA,NA,NA,NA,NA
2023,16,0,0,0,42,5,2,10,16,1,0,45.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,6,3,1,1,2,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,15,7,3,3,10,0,0,11,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,0,0,0,12,7,1,0,0,0,0,-1.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,5,0,0,0,20,6,2,3,8,0,0,16.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,18,11,4,2,3,0,0,-7.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,26,11,0,1,255,100,50,30,58,1,3,22,NA,NA,NA,NA,NA,NA,NA,NA
2023,17,4,0,0,77,31,20,12,25,1,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,6,1,0,1,2,0,0,7,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,4,1,0,0,1,0,0,4.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,2,0,0,0,9,2,0,2,3,0,0,9,NA,NA,NA,NA,NA,NA,NA,NA
2023,17,0,0,0,53,14,6,1,6,5,0,36.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,3,2,0,0,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2023,8,1,0,0,27,14,7,5,8,0,0,-6.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,3,0,0,0,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,3,1,0,0,1,0,0,3.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,3,1,0,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,60,0,0,0,194,52,27,33,61,6,0,167.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,8,0,0,0,37,16,11,5,5,0,0,-13.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,1,3,0,0,1,0,0,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,4,4,0,0,60,24,15,6,12,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,2,1,0,0,1,0,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,4,0,0,1,2,0,0,6.5,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,2,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2023,1,0,0,0,3,1,0,1,1,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA
2023,3,0,0,0,9,3,3,3,4,0,0,-1,NA,NA,NA,NA,NA,NA,NA,NA
2023,6,0,0,0,21,6,1,3,7,0,0,18.5,NA,NA,NA,NA,NA,NA,NA,NA
